hq,pricePerUnit,quantity,buyerName,onMannequin,timestamp,worldName,worldID
True,20000,10,Sollidus Snake,False,1703570748,Jenova,40
True,20000,10,Sollidus Snake,False,1703570746,Jenova,40
True,20000,10,Sollidus Snake,False,1703570745,Jenova,40
True,20000,10,Sollidus Snake,False,1703570744,Jenova,40
True,1941,99,Calvin Parker,False,1703447404,Siren,57
True,3400,5,Mi Ra,False,1703383949,Midgardsormr,65
True,8000,6,Allor Cedar,False,1703368455,Jenova,40
False,1000,3,Trox Bark,False,1703307593,Midgardsormr,65
True,1500,99,Ren Yukiko,False,1703231687,Gilgamesh,63
True,1080,47,Masti Dreemie,False,1703125244,Siren,57
True,3796,75,Sammy Chocobree,False,1703009952,Adamantoise,73
True,1945,5,Cill Lumis,False,1702862260,Siren,57
True,3796,99,Ricardo Zx-,False,1702834073,Adamantoise,73
True,3498,10,Menina El,False,1702774307,Midgardsormr,65
True,3890,10,Yukiko Neko,False,1702693567,Adamantoise,73
True,3890,42,E'rahez Tia,False,1702678547,Adamantoise,73
True,1988,5,Aezer Daezer,False,1702601260,Siren,57
True,3999,10,Magnus Usagi,False,1702479854,Adamantoise,73
False,2000,2,Iremia Inanis,False,1702432912,Cactuar,79
False,3999,10,Ayato Murakumo,False,1702362493,Jenova,40
True,4994,42,Ayato Murakumo,False,1702362179,Jenova,40
True,3850,10,Ayato Murakumo,False,1702362177,Jenova,40
True,3850,10,Ayato Murakumo,False,1702362176,Jenova,40
True,3850,99,Ayato Murakumo,False,1702362174,Jenova,40
True,2000,20,Kurokodairu Musa,False,1702347363,Sargatanas,99
True,3998,10,Lux Suri,False,1702272889,Midgardsormr,65
True,2000,99,Manny Catbois,False,1702199885,Gilgamesh,63
False,1000,3,I'kyto Osheborne,False,1702169781,Siren,57
True,2298,20,Kurohana Koneko-chan,False,1702152151,Faerie,54
True,3800,9,Ifafa Ifa,False,1702102075,Jenova,40
True,3699,10,Legend Storms,False,1702079396,Jenova,40
True,3695,10,Legend Storms,False,1702079395,Jenova,40
True,3695,10,Legend Storms,False,1702079394,Jenova,40
True,3695,10,Legend Storms,False,1702079393,Jenova,40
True,3695,25,Legend Storms,False,1702079387,Jenova,40
True,3695,25,Legend Storms,False,1702079385,Jenova,40
True,1999,22,Utafumi Akuro,False,1701913643,Faerie,54
True,3000,20,Viktor Vulkan,False,1701824796,Midgardsormr,65
True,3000,20,Viktor Vulkan,False,1701824795,Midgardsormr,65
False,1999,18,Iman Dei'cree,False,1701735219,Jenova,40
True,3700,1,Caswyn Lleweneth,False,1701703181,Jenova,40
True,3695,25,Sophia Pistis,False,1701641776,Jenova,40
True,3700,1,Frogn Akuts,False,1701608770,Jenova,40
True,17499,42,Eddie Manderville,False,1701565246,Jenova,40
True,3882,99,Soma Soraya,False,1701558507,Adamantoise,73
True,1490,5,Morag Stilwell,False,1701541956,Faerie,54
True,1550,60,Morag Stilwell,False,1701541954,Faerie,54
True,1500,18,Morag Stilwell,False,1701541946,Faerie,54
True,2350,22,Azura Reahyn,False,1701491993,Siren,57
True,3890,10,Penetreitor Chachacha,False,1701482965,Adamantoise,73
True,3889,99,Mousse Laittiere,False,1701457686,Adamantoise,73
True,1450,40,Kousei Tsuisaku,False,1701386310,Faerie,54
True,3104,3,Ren Yukiko,False,1701330578,Gilgamesh,63
True,3105,98,Youmu Myon,False,1701240676,Gilgamesh,63
True,3890,10,Roxas Cross,False,1701220178,Adamantoise,73
True,3000,17,Reuki Atalana,False,1701217597,Cactuar,79
True,3999,10,Vampire Toast,False,1701033935,Adamantoise,73
True,3999,7,Vampire Toast,False,1701033933,Adamantoise,73
True,1500,54,Shunden Hayabusa,False,1701025989,Faerie,54
True,1499,33,Shunden Hayabusa,False,1701025977,Faerie,54
True,1499,33,Shunden Hayabusa,False,1701025975,Faerie,54
True,3799,10,Ichiko Morgenstern,False,1700990389,Jenova,40
True,3000,1,Jin Teki,False,1700969580,Midgardsormr,65
True,3000,27,Jin Teki,False,1700969578,Midgardsormr,65
True,8000,15,Ashkar Behek,False,1700961195,Jenova,40
True,4999,12,Ashkar Behek,False,1700961194,Jenova,40
True,3898,95,Rad Akali,False,1700932461,Adamantoise,73
True,2300,25,Zoey Blackheart,False,1700853083,Siren,57
True,2300,25,Zoey Blackheart,False,1700853081,Siren,57
True,2300,25,Zoey Blackheart,False,1700853080,Siren,57
True,2000,35,Zoey Blackheart,False,1700853078,Siren,57
True,2300,99,Sechen Adarkim,False,1700850459,Siren,57
True,1005,95,Mamichula Southwest,False,1700802057,Sargatanas,99
True,2300,17,Amara Tiakarete,False,1700784768,Siren,57
True,3500,99,Emma Sky,False,1700760167,Gilgamesh,63
True,3899,3,Autumn Krea'tivo,False,1700628850,Adamantoise,73
True,3600,24,Autumn Krea'tivo,False,1700628848,Adamantoise,73
True,3899,99,Autumn Krea'tivo,False,1700628846,Adamantoise,73
True,1995,5,Kryn Bibbelton,False,1700624031,Faerie,54
True,3000,10,Suniver Estrella,False,1700618819,Jenova,40
True,2200,18,Azumi Yami,False,1700597895,Cactuar,79
True,2199,5,Aya Breastone,False,1700562871,Cactuar,79
True,4495,26,Iora Corthos,False,1700532380,Jenova,40
False,3000,6,Shady Shawty,False,1700508913,Adamantoise,73
True,4999,12,Niara Everdawn,False,1700495583,Jenova,40
True,3899,99,Akira Kimura,False,1700421484,Adamantoise,73
True,3000,1,Kurone Leonheart,False,1700280813,Midgardsormr,65
True,1500,26,Laonia Aeneria,False,1700263629,Cactuar,79
True,3200,20,Eremia Hyskaris,False,1700112447,Gilgamesh,63
True,2000,20,Kino Reinhardt,False,1700101716,Faerie,54
True,1500,20,Kino Reinhardt,False,1700101713,Faerie,54
True,1500,20,Kino Reinhardt,False,1700101710,Faerie,54
True,3999,10,Terag Srednas,False,1700057212,Adamantoise,73
True,1494,6,Nero Valentinoix,False,1700019159,Faerie,54
True,1493,5,Nero Valentinoix,False,1700019158,Faerie,54
True,1490,5,Nero Valentinoix,False,1700019156,Faerie,54
True,1500,10,Ograth Beornheim,False,1700011760,Adamantoise,73
True,1500,10,Ograth Beornheim,False,1700011757,Adamantoise,73
True,5200,33,Raynee Day,False,1699919948,Jenova,40
True,750,33,Reuki Atalana,False,1699918438,Cactuar,79
True,5000,5,Mintaka Orionis,False,1699845217,Jenova,40
True,2999,99,Leila Asilla,False,1699753394,Jenova,40
True,3000,50,Yori Amos,False,1699723800,Gilgamesh,63
True,1495,36,Adon Rynaeia,False,1699678206,Faerie,54
True,2105,11,Ograth Beornheim,False,1699662048,Gilgamesh,63
True,3000,25,Mister Wonderful,False,1699595777,Siren,57
True,900,15,Big Poppag,False,1699586926,Cactuar,79
True,3769,6,Allen Amser,False,1699514907,Midgardsormr,65
False,2500,21,Aqua Azura,False,1699499960,Sargatanas,99
True,5000,3,Locke Silverhand,False,1699405606,Sargatanas,99
True,3799,20,Kinda Cringe,False,1699211581,Midgardsormr,65
True,3699,25,Kinda Cringe,False,1699211579,Midgardsormr,65
True,3000,5,Long Ears,False,1699150925,Siren,57
