hq,pricePerUnit,quantity,buyerName,onMannequin,timestamp,worldName,worldID
True,3585,99,Belle Dalphine,False,1686768453,Jenova,40
True,3300,25,Liz Asher,False,1686767453,Sargatanas,99
True,4791,99,Gilded Fury,False,1686767045,Siren,57
True,4791,99,Gilded Fury,False,1686767043,Siren,57
True,3695,30,Big Bho,False,1686767029,Cactuar,79
True,3694,27,Big Bho,False,1686767028,Cactuar,79
True,3694,42,Big Bho,False,1686767026,Cactuar,79
True,3990,99,Rytlockie Moonrunner,False,1686766193,Faerie,54
True,3975,30,Rytlockie Moonrunner,False,1686766189,Faerie,54
True,3975,30,Rytlockie Moonrunner,False,1686766188,Faerie,54
True,3975,30,Rytlockie Moonrunner,False,1686766182,Faerie,54
True,3975,30,Rytlockie Moonrunner,False,1686766181,Faerie,54
True,3298,25,Lowoyn Juryn,False,1686764757,Gilgamesh,63
True,4000,99,Jericho Dracht,False,1686764501,Midgardsormr,65
True,3200,99,Doting Way,False,1686763016,Gilgamesh,63
True,3396,99,Averia Lights,False,1686761673,Adamantoise,73
True,3697,25,Zelphar Frills,False,1686761668,Cactuar,79
True,3697,52,Zelphar Frills,False,1686761666,Cactuar,79
True,4000,2,Messi Bamama,False,1686761541,Midgardsormr,65
True,4000,25,Messi Bamama,False,1686761538,Midgardsormr,65
True,3697,25,Resha Alter,False,1686760964,Cactuar,79
True,3298,25,Chiran Inaka,False,1686760158,Gilgamesh,63
True,3298,25,Chiran Inaka,False,1686760157,Gilgamesh,63
True,3298,99,Chiran Inaka,False,1686760156,Gilgamesh,63
True,3298,99,Chiran Inaka,False,1686760154,Gilgamesh,63
True,3298,99,Chiran Inaka,False,1686760153,Gilgamesh,63
True,3298,99,Chiran Inaka,False,1686760152,Gilgamesh,63
True,3298,99,Chiran Inaka,False,1686760151,Gilgamesh,63
True,3294,99,Chiran Inaka,False,1686760150,Gilgamesh,63
True,3293,99,Chiran Inaka,False,1686760149,Gilgamesh,63
True,3293,99,Chiran Inaka,False,1686760148,Gilgamesh,63
True,3399,33,Valigar Morte,False,1686759676,Adamantoise,73
True,3394,25,Aeris Amaterasu,False,1686758555,Sargatanas,99
True,3394,25,Aeris Amaterasu,False,1686758553,Sargatanas,99
True,3393,30,Nonowifi Lalawifi,False,1686757806,Sargatanas,99
True,3300,99,Kairi Kosetsu,False,1686757287,Sargatanas,99
True,3995,30,Yvette Hataru,False,1686756449,Faerie,54
